precision,recall,AUPRC
0.00985432733504713,1.0,0.760910572265383
0.009642168416541676,0.9782608695652174,0.760910572265383
0.00964423489069867,0.9782608695652174,0.760910572265383
0.00964630225080386,0.9782608695652174,0.760910572265383
0.009648370497427101,0.9782608695652174,0.760910572265383
0.009650439631138753,0.9782608695652174,0.760910572265383
0.009652509652509652,0.9782608695652174,0.760910572265383
0.009654580562111135,0.9782608695652174,0.760910572265383
0.009656652360515022,0.9782608695652174,0.760910572265383
0.009658725048293626,0.9782608695652174,0.760910572265383
0.009660798626019752,0.9782608695652174,0.760910572265383
0.009662873094266696,0.9782608695652174,0.760910572265383
0.009664948453608248,0.9782608695652174,0.760910572265383
0.00966702470461869,0.9782608695652174,0.760910572265383
0.009669101847872797,0.9782608695652174,0.760910572265383
0.009671179883945842,0.9782608695652174,0.760910572265383
0.009673258813413585,0.9782608695652174,0.760910572265383
0.00967533863685229,0.9782608695652174,0.760910572265383
0.00967741935483871,0.9782608695652174,0.760910572265383
0.009679500967950097,0.9782608695652174,0.760910572265383
0.0096815834767642,0.9782608695652174,0.760910572265383
0.009683666881859263,0.9782608695652174,0.760910572265383
0.009685751183814033,0.9782608695652174,0.760910572265383
0.00968783638320775,0.9782608695652174,0.760910572265383
0.009689922480620155,0.9782608695652174,0.760910572265383
0.009692009476631487,0.9782608695652174,0.760910572265383
0.00969409737182249,0.9782608695652174,0.760910572265383
0.009696186166774402,0.9782608695652174,0.760910572265383
0.009698275862068966,0.9782608695652174,0.760910572265383
0.009700366458288425,0.9782608695652174,0.760910572265383
0.009702457956015523,0.9782608695652174,0.760910572265383
0.009704550355833513,0.9782608695652174,0.760910572265383
0.009706643658326143,0.9782608695652174,0.760910572265383
0.009708737864077669,0.9782608695652174,0.760910572265383
0.009710832973672853,0.9782608695652174,0.760910572265383
0.009712928987696956,0.9782608695652174,0.760910572265383
0.009715025906735751,0.9782608695652174,0.760910572265383
0.009717123731375513,0.9782608695652174,0.760910572265383
0.009719222462203024,0.9782608695652174,0.760910572265383
